sex,bdate,city,groups,careers,groups_activities
ж,11.3.1985,Рязань,,
ж,,Смоленск,,
м,9.7.1983,Москва,,
м,24.12.1978,,,
м,23.12.1984,Москва,,
м,10.9.1987,Новый Уренгой,,
м,10.12.1986,Новосибирск,,
м,,Москва,,
м,21.1.1990,Тольятти,,
м,,Москва,,
м,,Москва,,
м,,Витебск,,
м,11.10.1982,Тихвин,,
м,9.8.1983,Красноармейск,,
м,,Москва,,
м,,Воронеж,,
м,,Рязань,,
м,,Новосибирск,,
м,,Ивантеевка,,
м,,Екатеринбург,,
ж,18.8.1991,Москва,,
ж,,,,
ж,,Санкт-Петербург,,
м,18.4.1984,Москва,,
м,,Los Angeles,,
м,,Санкт-Петербург,,
ж,14.8.1976,Сургут,,
ж,,Великий Новгород,,
м,,Екатеринбург,,
м,16.10.1970,Москва,,
м,9.9.1988,Самара,,
ж,11.11.1975,Псков,,
м,1.6.1989,Москва,,
м,,Москва,,
м,14.1.1986,Москва,,
м,17.2.1986,Москва,,
м,13.2.1993,Иваново,,
ж,10.1.1983,Тверь,,
ж,12.4.1988,Тюмень,,
м,,Химки,,
ж,,Челябинск,,
м,,Челябинск,,
м,19.4.1978,Москва,,
м,5.7.1991,Москва,,
м,8.6.1982,Ростов-на-Дону,,
м,,,,
м,,,,
м,,Пермь,,
м,1.7.1991,Москва,,
м,,,,
ж,,Воронеж,,
ж,,Сочи,,
м,21.2.1989,,,
м,21.10.1989,Саров,,
ж,,,,
ж,,London,,
м,,Заволжье,,
м,15.5.1981,Санкт-Петербург,,
м,30.9.1990,Санкт-Петербург,,
м,3.10.1982,Пермь,,
ж,,Санкт-Петербург,,
ж,,Чита,,
м,,Нижний Новгород,,
м,,Москва,,
м,12.11.1993,Санкт-Петербург,,
м,7.6.1988,,,
м,,,,
м,,Нижний Новгород,,
м,16.3.1984,Одинцово,,
ж,,Санкт-Петербург,,
м,,Bielefeld,,
м,26.1.1988,Рязань,,
м,,Казань,,
ж,9.3.1981,Омск,,
м,,Нижний Новгород,,
ж,,Москва,,
ж,23.8.1989,Москва,,
м,,,,
ж,27.1.1988,Мытищи,,
м,11.3.1990,Казань,,
м,,Москва,,
м,25.12.1988,Сергиев Посад,,
м,25.7.1987,Шымкент,,
м,,Санкт-Петербург,,
м,,,,
м,,Калининград,,
м,25.9.1985,Москва,,
м,,Москва,,
ж,,Санкт-Петербург,,
ж,,Санкт-Петербург,,
ж,,Москва,,
ж,11.5.1991,Нижний Новгород,,
м,,Санкт-Петербург,,
м,,Ижевск,,
м,11.6.1933,Boston,,
ж,,Москва,,
м,29.3.1989,Москва,,
м,,Москва,,
ж,,Москва,,
м,,,,
ж,16.12.1989,Санкт-Петербург,,
м,,Ухта,,
м,1.6.1990,Санкт-Петербург,,
ж,,Москва,,
м,,Москва,,
м,6.8.1984,Красноярск,,
м,,Москва,,
ж,,Санкт-Петербург,,
м,5.1.1987,,,
ж,10.4.1902,Москва,,
м,,Москва,,
м,,Омск,,
м,,Москва,,
ж,,Уфа,,
м,,Лобня,,
м,,,,
м,,Mallow,,
м,23.11.1983,Ташкент,,
м,9.2.1991,Москва,,
м,,,,
м,5.9.1990,,,
м,9.7.1987,Омск,,
ж,,Новосибирск,,
м,26.10.1984,Москва,,
м,,Санкт-Петербург,,
ж,,Москва,,
м,,Москва,,
м,,Ижевск,,
м,,,,
ж,,Тула,,
м,,Чехов,,
ж,,Москва,,
м,,Курск,,
ж,,,,
м,10.2.1989,Белгород,,
м,,Красноярск,,
м,,,,
м,4.12.1988,,,
м,,Москва,,
м,,Челябинск,,
м,,Краснодар,,
ж,,Сочи,,
м,21.5.1983,Екатеринбург,,
ж,9.5.1990,Москва,,
ж,,Санкт-Петербург,,
ж,,Санкт-Петербург,,
м,10.4.1988,Saitama,,
ж,17.8.1971,,,
м,,Новосибирск,,
м,11.6.1988,Екатеринбург,,
м,1.11.1987,Волгоград,,
м,,,,
ж,,Москва,,
м,,,,
м,,Мурманск,,
м,,Москва,,
ж,18.5.1989,Москва,,
м,30.10.1990,Москва,,
м,26.7.1986,Приозерск,,
м,,Тверь,,
м,31.3.1984,Барнаул,,
ж,6.4.1984,Санкт-Петербург,,
м,,Тюмень,,
ж,,,,
ж,,Магадан,,
ж,5.8.1989,Пермь,,
м,2.7.1987,Севастополь,,
м,,,,
м,,,,
ж,,Москва,,
ж,20.3.1993,Москва,,
м,,Псков,,
м,23.11.1987,Новосибирск,,
ж,7.6.1984,Санкт-Петербург,,
м,,Челябинск,,
м,,Москва,,
м,,,,
м,8.4.1986,Геленджик,,
ж,13.10.1986,Санкт-Петербург,,
м,,,,
м,,Москва,,
м,,Смоленск,,
м,,Санкт-Петербург,,
м,,Divo,,
ж,,Санкт-Петербург,,
м,11.4.1993,Москва,,
м,28.3.1980,Москва,,
м,,Владивосток,,
м,,,,
ж,13.4.1982,Москва,,
м,,Нижний Новгород,,
м,,Казань,,
м,30.11.1990,,,
м,25.11.1981,Санкт-Петербург,,
м,,Санкт-Петербург,,
м,23.6.1986,Екатеринбург,,
ж,,Симферополь,,
м,,Самара,,
ж,,Ярославль,,
м,,Москва,,
ж,,,,
ж,14.2.1969,Санкт-Петербург,,
м,30.7.1981,Москва,,
ж,10.6.1996,Москва,,
м,,Пермь,,
м,,Магадан,,
м,,Астана / Нур-Султан,,
м,,,,
ж,,Москва,,
м,10.4.1981,Красноярск,,
ж,,,,
м,,Новороссийск,,
ж,,Москва,,
м,11.11.1981,Сыктывкар,,
ж,1.6.1981,,,
ж,,Пермь,,
м,26.4.1985,,,
ж,,Санкт-Петербург,,
м,,,,
м,,,,
ж,,Москва,,
м,,,,
м,,,,
ж,,Москва,,
м,2.10.1984,Уфа,,
м,,Санкт-Петербург,,
м,,Нижний Новгород,,
ж,8.10.1987,Уфа,,
м,,Керчь,,
м,,Клин,,
м,,Вологда,,
м,,,,
м,,Новосибирск,,
м,12.12.1987,Москва,,
м,28.8.1986,Вязьма,,
м,18.6.1982,Североморск,,
м,18.12.1985,Москва,,
м,14.8.1983,Севастополь,,
м,,,,
ж,,,,
ж,,Москва,,
м,9.3.1981,Конаково,,
м,19.12.1985,Вологда,,
ж,,Москва,,
ж,,Новосибирск,,
ж,,Новосибирск,,
ж,,,,
м,,Краснодар,,
м,,,,
м,21.6.1988,Омск,,
м,20.4.1987,Павловский Посад,,
м,,Рыбинск,,
ж,,Уфа,,
м,,Москва,,
м,,Москва,,
м,,,,
м,11.2.1983,Обнинск,,
ж,12.6.1981,Ставрополь,,
м,26.2.1986,Москва,,
м,,,,
м,,,,
м,,Санкт-Петербург,,
м,,,,
м,,Москва,,
м,,,,
ж,,Москва,,
м,,Казань,,
м,3.7.1982,Рыбинск,,
м,21.9.1985,Нижний Новгород,,
м,26.4.1980,Одинцово,,
м,19.5.1989,Уфа,,
м,,Севастополь,,
м,,Екатеринбург,,
ж,,Москва,,
м,,,,
м,3.7.1985,Denpasar,,
ж,,Новокузнецк,,
м,,Москва,,
м,24.3.1993,Москва,,
м,23.8.1987,Москва,,
м,5.3.1989,Санкт-Петербург,,
м,,,,
ж,,Москва,,
ж,,Санкт-Петербург,,
м,28.10.1988,Нижний Новгород,,
м,26.12.1991,,,
м,,Москва,,
м,,,,
м,25.5.1990,Можайск,,
м,,Нижний Новгород,,
ж,,Санкт-Петербург,,
м,,Москва,,
м,,Санкт-Петербург,,
м,26.7.1903,Арзамас,,
м,,Москва,,
ж,19.2.1919,,,
ж,,Москва,,
ж,7.5.1994,Москва,,
м,22.1.1990,Москва,,
ж,,Санкт-Петербург,,
м,11.11.1988,Нижний Новгород,,
м,,,,
м,,,,
м,,Москва,,
м,,Санкт-Петербург,,
м,,Москва,,
м,8.11.1987,Москва,,
ж,11.5.1990,,,
м,,Уфа,,
м,4.10.1990,Тюмень,,
м,16.1.1945,,,
м,21.5.1987,Москва,,
м,,Москва,,
м,18.7.1989,Таганрог,,
ж,,Казань,,
м,,Екатеринбург,,
м,,Москва,,
м,,Москва,,
м,,Санкт-Петербург,,
м,10.10.1988,Санкт-Петербург,,
м,18.10.1990,Обнинск,,
м,,Санкт-Петербург,,
ж,,Москва,,
ж,2.3.1987,Барнаул,,
м,,Сыктывкар,,
ж,,Санкт-Петербург,,
м,,Хабаровск,,
м,27.3.1985,Зеленоград,,
м,,,,
м,6.10.1988,,,
м,23.4.1987,Коломна,,
м,11.10.1991,,,
ж,,,,
м,17.11.1985,Самара,,
ж,,Москва,,
ж,,Москва,,
м,12.4.1986,Салават,,
м,,Тольятти,,
м,26.11.1987,Алматы,,
м,14.11.1982,Нижний Новгород,,
м,,Чебоксары,,
м,27.9.1983,Москва,,
м,17.11.1989,Москва,,
м,,Москва,,
м,,,,
м,8.6.1989,,,
м,,Санкт-Петербург,,
м,,,,
м,,Москва,,
м,,Воскресенск,,
м,28.4.1983,Тольятти,,
м,,Санкт-Петербург,,
м,,Краснодар,,
м,,Москва,,
м,19.7.1992,,,
м,,,,
ж,,Москва,,
ж,,Арзамас,,
м,16.8.1988,Москва,,
ж,,Санкт-Петербург,,
ж,6.11.1986,Обнинск,,
м,,,,
м,30.12.1985,Саки,,
м,,,,
м,1.3.1987,Тюмень,,
м,,Москва,,
м,19.9.1989,Москва,,
м,24.6.1986,Ростов-на-Дону,,
м,17.2.1988,Москва,,
ж,,Санкт-Петербург,,
м,,Архангельск,,
ж,,Санкт-Петербург,,
м,,Москва,,
м,22.12.1982,,,
м,,,,
м,17.3.1980,Калининград,,
м,,,,
м,,Вологда,,
м,,,,
м,,Санкт-Петербург,,
м,4.7.1983,Москва,,
ж,,Москва,,
м,,Санкт-Петербург,,
м,14.8.1988,Москва,,
м,,Москва,,
м,,Москва,,
м,,Москва,,
м,,,,
м,18.1.1990,Старый Оскол,,
м,,,,
м,,Санкт-Петербург,,
м,23.3.1987,Москва,,
ж,,Калуга,,
м,,,,
ж,,,,
м,,Уфа,,
м,9.2.1986,Магнитогорск,,
м,,Москва,,
м,23.4.1990,Ярославль,,
м,12.3.1992,Москва,,
ж,30.11.1990,Москва,,
ж,,Санкт-Петербург,,
ж,,Мурманск,,
м,,,,
м,22.9.1980,Москва,,
м,5.2.1990,Санкт-Петербург,,
м,,Москва,,
ж,,,,
ж,26.7.1989,Екатеринбург,,
м,,,,
м,8.6.1983,,,
м,,,,
ж,16.12.1901,,,
м,29.8.1982,Хабаровск,,
ж,,Москва,,
м,,,,
м,10.10.1988,Челябинск,,
ж,,Santa Cruz de Tenerife,,
м,,Москва,,
м,,Санкт-Петербург,,
м,,Самара,,
м,15.1.1989,,,
ж,,Санкт-Петербург,,
м,,,,
ж,,Минск,,
м,15.9.1976,Москва,,
м,,Тамбов,,
м,,,,
м,15.7.1989,Екатеринбург,,
м,10.4.1980,Москва,,
м,,Балашиха,,
м,,Москва,,
ж,,Melbourne,,
м,6.4.1988,Москва,,
м,,,,
ж,,Санкт-Петербург,,
м,21.6.1982,Москва,,
ж,,Ялта,,
м,,Екатеринбург,,
ж,29.1.1983,Омск,,
м,14.11.1989,Барнаул,,
ж,,Краснодар,,
м,,,,
м,11.7.1989,Нижний Новгород,,
м,,,,
м,,Санкт-Петербург,,
ж,10.5.1991,Москва,,
м,,Тверь,,
м,12.8.1989,,,
м,21.10.1985,Москва,,
м,18.4.1981,Москва,,
м,,Краснодар,,
м,,,,
м,,Кемерово,,
м,,Москва,,
м,,,,
м,,,,
м,11.1.1986,Петрозаводск,,
ж,,Санкт-Петербург,,
м,29.3.1988,Иркутск,,
м,,Москва,,
ж,,Санкт-Петербург,,
м,,Кемерово,,
м,,,,
ж,,Севастополь,,
м,,Москва,,
м,,,,
м,,,,
м,26.10.1990,,,
м,3.12.1983,Петрозаводск,,
м,,,,
м,,,,
м,28.4.1989,Воронеж,,
м,,,,
ж,,Дальнегорск,,
м,,Новосибирск,,
м,,Алматы,,
м,,Москва,,
м,1.5.1976,Москва,,
ж,,Ростов-на-Дону,,
ж,,Выборг,,
м,28.9.1992,Москва,,
м,5.7.1987,Санкт-Петербург,,
ж,,,,
м,14.5.1977,Москва,,
м,31.10.1999,,,
м,14.3.1988,Тула,,
ж,17.7.1990,Екатеринбург,,
м,,Екатеринбург,,
ж,,,,
ж,,Москва,,
м,28.9.1991,Москва,,
ж,,Владимир,,
м,,Воронеж,,
м,20.12.2000,Челябинск,,
м,,Дубна,,
ж,1.9.1990,Москва,,
м,8.4.1983,Балаково,,
м,,Липецк,,
ж,,Иваново,,
м,,Самара,,
ж,14.3.1990,Набережные Челны,,
м,21.2.1990,Нефтеюганск,,
м,5.10.1967,Москва,,
м,21.2.1991,Нижний Новгород,,
м,13.2.1988,Старый Оскол,,
м,,Москва,,
м,12.2.1993,Herceg-Novi,,
м,,Самара,,
м,,Москва,,
м,12.12.1988,Москва,,
м,11.2.1983,Санкт-Петербург,,
м,29.8.1987,Казань,,
м,,,,
ж,,Брянск,,
м,19.4.1989,,,
м,20.5.1983,Москва,,
м,,,,
м,,Дзержинск,,
м,,Новосибирск,,
м,28.12.1985,Москва,,
м,,Москва,,
м,9.4.1988,Саратов,,
ж,,Москва,,
м,3.11.1986,,,
ж,,Нижний Новгород,,
м,30.1.1991,Санкт-Петербург,,
м,,Челябинск,,
м,,Санкт-Петербург,,
ж,14.10.1993,Красногорск,,
м,,Усинск,,
м,10.7.1990,Санкт-Петербург,,
ж,,Москва,,
м,,Санкт-Петербург,,
м,,Мурманск,,
м,15.9.1984,Москва,,
м,5.1.1983,Санкт-Петербург,,
м,,,,
ж,2.6.1989,Санкт-Петербург,,
м,21.8.1987,Калининград,,
м,,Волгоград,,
м,,,,
м,21.4.1988,Екатеринбург,,
м,1.8.1989,Северодвинск,,
м,9.11.1985,Новосибирск,,
м,,Санкт-Петербург,,
м,,Москва,,
м,,Ижевск,,
ж,,Челябинск,,
м,,Салехард,,
м,,,,
м,,Симферополь,,
м,25.5.1983,Сочи,,
ж,,,,
м,4.6.1979,Пенза,,
ж,,Хабаровск,,
м,26.8.1987,Москва,,
м,,Москва,,
м,,Москва,,
м,,New York City,,
м,,Москва,,
м,,,,
м,23.4.1987,Москва,,
м,,Москва,,
ж,23.6.1992,Москва,,
м,,,,
м,3.2.1921,,,
м,,Нижний Новгород,,
м,,Санкт-Петербург,,
м,7.3.1967,Москва,,
ж,,Екатеринбург,,
м,,Москва,,
м,23.3.1991,Краснодар,,
м,16.4.1982,Ярославль,,
м,,Москва,,
м,,Москва,,
ж,5.3.1983,Сургут,,
ж,,,,
м,,,,
м,23.4.1986,Ставрополь,,
м,,Дубна,,
ж,,Санкт-Петербург,,
м,,Серпухов,,
м,2.12.1988,Железногорск-Илимский,,
м,4.3.1983,Благовещенск,,
м,,Жуковский,,
ж,,,,
м,,Казань,,
ж,,,,
ж,,Новосибирск,,
м,,,,
м,1.1.1982,,,
м,,Los Angeles,,
ж,,Санкт-Петербург,,
м,18.10.1990,Рязань,,
м,2.3.1990,Москва,,
м,,,,
ж,,Минск,,
ж,,Нижний Новгород,,
ж,13.9.1991,Тюмень,,
м,23.10.1988,Актау,,
м,,,,
м,,Москва,,
м,21.8.1980,Санкт-Петербург,,
ж,,Москва,,
м,,Санкт-Петербург,,
м,,Санкт-Петербург,,
ж,,,,
м,28.6.1982,Краснодар,,
ж,,,,
ж,,,,
м,,Bergen,,
м,,Мытищи,,
м,,,,
м,3.1.1989,Великие Луки,,
м,,,,
м,,Санкт-Петербург,,
м,,Москва,,
м,,Саратов,,
ж,,Москва,,
м,,,,
м,,Рязань,,
м,,Пярну,,
м,30.5.1978,Калининград,,
м,,,,
м,2.9.1989,Ростов-на-Дону,,
ж,15.3.1986,Нижневартовск,,
м,20.10.1988,Москва,,
ж,,,,
м,19.9.1982,Воронеж,,
ж,,Ялта,,
м,1.9.1985,Москва,,
м,,Тверь,,
ж,,Москва,,
м,19.3.1984,Novi Sad,,
ж,,Саратов,,
м,25.9.1988,Уфа,,
ж,,Санкт-Петербург,,
м,,,,
м,,,,
ж,,Санкт-Петербург,,
м,25.3.1982,Краснодар,,
м,,Москва,,
м,,,,
м,,Казань,,
м,,,,
м,,Новосибирск,,
м,,Москва,,
м,,,,
м,,Мозырь,,
м,6.4.1994,Москва,,
м,,Туапсе,,
м,,Новосибирск,,
м,,Батайск,,
м,,Санкт-Петербург,,
м,,Москва,,
м,9.9.1990,Москва,,
м,18.8.1985,Москва,,
м,,,,
м,8.1.1975,Санкт-Петербург,,
м,6.2.1984,Екатеринбург,,
м,,Москва,,
ж,,Ульяновск,,
ж,,Москва,,
м,21.10.1990,Челябинск,,
