sex,bdate,city,groups_activities
м,7.8.1986,Москва,"Городское сообщество; Строительство, ремонт; Объявления; Фотография; Дизайн и графика; Дизайн и графика; История; Сайты; Творчество; Дизайн и графика; Дизайн и графика; Творчество; Дизайн и графика; Дизайн и графика; Дизайнер; Соседи; Художник; Реклама; Дизайн и графика; Дизайн и графика"
м,,Москва,"Блогер; Юмор; Шоу, передача; История; Образование; Наука; Юмор; Образование; Наука; Юмор; Кино; Юмор; Спортивная организация; Юмор; Литература; Строительство, ремонт; Юмор; Литература; Кино; Медицина"
ж,,Санкт-Петербург,"Литература; Дискуссионный клуб; Литература; Юмор; Продукты питания, напитки; Зоопарк; Юмор; Культурный центр; Юмор; Образование; Юмор; Образование; Наука; Дизайн интерьера; Образование; Философия; Культура; Городское сообщество; Юмор; Обмен музыкой"
ж,14.6.1988,Москва,
ж,26.5.1989,Москва,"Дискуссионный клуб; Юмор; Юмор; Юмор; Юмор; Объявления; Видеоигры; Юмор; Стиль, одежда, обувь; Фотография; Творчество; Юмор; Юмор; Юмор; Вымышленный персонаж; Юмор; Творчество; Юмор; Украшения, бижутерия ; Домашние и дикие животные"
ж,,Москва,
м,,Санкт-Петербург,Видеоигры; Наука; Вымышленный персонаж; Домашние и дикие животные; Городское сообщество; Кино; Видеоигры; Юмор; Военное дело; Фан-сообщество; Юмор; Образование; Другие хобби; Юмор; Ремонтная мастерская; Видеоигры; Военное дело; Видеоигры; Товары для творчества; Видеоигры
ж,,Пенза,
м,10.11.1985,Санкт-Петербург,Настольные игры; Настольные игры; Настольные игры; Литература; Образование; Настольные игры; Школа; Настольные игры; Образование; Родители и дети; Настольные игры; Обучающие курсы; Художница; Настольные игры; Литература; Печатное издание; Настольные игры; Настольные игры; Образование; Языки
м,17.9.1986,Санкт-Петербург,"ВКонтакте; Интернет-СМИ; ВКонтакте; Банк, финансовое учреждение; Юмор; Игры; Художник; Интернет-СМИ; Городское сообщество; Шоу, передача; Приложение; Поэт или поэтесса; Стиль, мода; Творчество; Юмор; Юмор; Игры; Предпринимательница; Городское сообщество; Наука"
ж,15.7.1989,Москва,
м,,Санкт-Петербург,"Военное дело; Искусство и развлечения; Городское сообщество; Образование; Спортивная команда; Общественная организация; Образование; Медицина; Психолог; Шоу, передача; Дополнительное образование; Дискуссионный клуб; Музыкальная группа; Творчество; Туризм, путешествия; Образование; Рок; Реклама; ВКонтакте; Родители и дети"
м,2.1.1988,,"Дизайн и графика; Интернет-СМИ; Видеоигры; Блогер; Музей, галерея, выставка; Родственники; Городское сообщество; Городское сообщество; Товары для дома; Видеоигры; Бар, паб; Юмор; Здоровый образ жизни; Дизайн и графика; Кино; Дизайн и графика; История; Культура; Литература; Творчество"
м,,New York City,"Обучающие курсы; ВКонтакте; ВКонтакте; Интернет-СМИ; ВКонтакте; Городское сообщество; Техника, электроника; Автомобили; Бизнес; Туризм, путешествия; Программирование; Городское сообщество; Городское сообщество; Интернет-СМИ; Городское сообщество; Городское сообщество; Городское сообщество; Техника, электроника; Программирование"
м,3.3.1992,Майкоп,"Производство, промышленность; Реклама; Настольные игры; Игры; Ролевые игры; Настольные игры; Художник; Настольные игры; Ролевые игры; Игры, игрушки; Поэтесса; Ролевые игры; Игры; Другие хобби; Наука; Дизайн и графика; Ролевые игры; Творчество; Книга; Ролевые игры"
м,19.9.1987,Москва,"Образование; Наука; Интернет-СМИ; Общественная организация; Государственная организация; Творчество; Творчество; Публичная страница; История; Театр; Другие товары; Наука; Музей, галерея, выставка"
м,,Москва,
м,,Новосибирск,Интернет-СМИ; Интернет-СМИ; Школа; Городское сообщество; Школа; Интернет-СМИ; Программирование; Наука; Юмор; Образование; Творчество; Юмор; Дизайн и графика; Дизайн интерьера; Бизнес; Образование; Юмор; Кино; Бизнес; Государственная организация
м,28.11.1988,Санкт-Петербург,"Юмор; Интернет-СМИ; Юмор; Юмор; Туризм, путешествия; История; Творчество; Дискуссионный клуб; Юмор; Творчество; Отношения полов; Юмор; Городское сообщество; Юмор; Цирк; Юмор; Блогер; Образование; Юмор; Дом культуры"
м,18.9.1988,Санкт-Петербург,
м,2.3.1985,Москва,
м,,Санкт-Петербург,"Интернет-СМИ; Видеоигры; Производство, промышленность; Видеоигры; Наука; Образование; Наука; Дизайн и графика; Видеоигры; Дизайн и графика; Дизайн и графика; Дизайн и графика; Наука; Городское сообщество; Наука; Интернет-СМИ; Интернет-СМИ; Туристическое агентство; Дизайн-студия; Обучающие курсы"
м,20.1.1988,Москва,Игры; Фотография; Культура; Культурный центр; Другие хобби; Настольные игры; Другие товары; Творчество; Другие товары; Настольные игры; Активный отдых; Другие хобби; Литература; Другие хобби; Кино; Дизайн и графика; Настольные игры; Книжный магазин; Домашние и дикие животные; Кино
ж,15.8.1988,Санкт-Петербург,"Юмор; Государственная организация; Обучающие курсы; Юмор; Творчество; Государственная организация; Городское сообщество; Молодёжное движение; Соседи; Творчество; Литература; Городское сообщество; Книга; Видеоигры; Родители и дети; Безопасность; Образование; Критик; Психология; Банк, финансовое учреждение"
ж,,Санкт-Петербург,"Дополнительное образование; Другие услуги; Блогер; Стиль, одежда, обувь; Творчество; Родители и дети; Художник или художница; Творчество; Творчество; Писательница; Творчество; Творчество; Интернет-СМИ; Детский сад; Продукты питания, напитки; Дизайн-студия; Образование; Детское питание; Художник; Художник или художница"
м,,Москва,Интернет-СМИ; Другие товары; Студия звукозаписи; Другие товары; Печатное издание; Другие хобби; Здоровый образ жизни; Литература; Дизайн и графика; Философия; Дизайн и графика; Общественный деятель; Фан-сообщество; Философия; Другие хобби; Здоровый образ жизни; Религия; Философия; Философия; Философия
м,,Санкт-Петербург,"Блог; Автовладельцы; Шоу, передача; Видеоигры; Юмор; Юмор; Интернет-СМИ; Стример; История; Кулинария, рецепты; Бизнес; Творчество; Фотография; Спортсмен; Юмор; Видеоигры; Фитнес; Видеоигры; Автовладельцы; Видеоигры"
ж,,Москва,
ж,18.3.1989,Санкт-Петербург,
м,,Fort Lauderdale,"Культура; Блогер; Интернет-СМИ; Образование; Комик; Городское сообщество; Городское сообщество; Кино; Фотография; Шоу, передача; Велосипеды; Фото- и видеосъёмка; Дизайн и графика; Дизайн и графика; Юмор; Бизнес; ВКонтакте; Блогер; Творчество; Велосипеды"
м,,Москва,"Интернет-СМИ; Кино; Интернет-СМИ; Интернет-СМИ; Игры; Другая музыка; Блогер; Рок; Юмор; Боевые искусства; Интернет-СМИ; Метал; Дизайн и графика; Метал; Интернет-СМИ; Творчество; Метал; Одежда, обувь; Литература; Религиозное учреждение"
ж,19.5.1988,Москва,"Литература; Писательница; Фото- и видеосъёмка; Писательница; Блог; Культурный центр; Одежда, обувь; Фан-сообщество; Туризм, путешествия; Художник или художница; Художник или художница; Художница; Творчество; Стиль, мода; Творчество; Образование; Товары для творчества; Художник или художница; Дизайн и графика; Городское сообщество"
м,29.3.1986,Санкт-Петербург,"Место отдыха; Зимние виды спорта; Строительные материалы, инструменты; Сериал; Кино; Управляющая компания; Сериал; Творчество; Строительные и ремонтные работы; Сериал; Активный отдых; Музыкальная группа; Зимние виды спорта; Поиск работы; Бизнес; Интернет-СМИ; Фотография; Активный отдых; Велосипеды; Городское сообщество"
м,,Астана / Нур-Султан,"Фотография; Фотография; Игры; Шоу, передача; Фотограф; Творчество; Городское сообщество; Фотограф; Художник; Фотография; Фотография; Фотограф; Фотограф; Знакомства; Культура; Рок; Психолог; Фотография; Фотограф; Музей, галерея, выставка"
ж,,,
м,23.4.1989,Москва,
ж,,Подольск,"Городское сообщество; Активный отдых; Товары для детей; Фан-сообщество; Творчество; Творчество; Производство, промышленность; Услуги для владельцев животных; Юмор; Творчество; Юмор; Уход за собой; Музей, галерея, выставка; Объявления; Государственная организация; Шоу, передача; Творчество; Творчество; Творчество; Творчество"
ж,,Санкт-Петербург,"Астрология, эзотерика; Кино; Шоу, передача; Городское сообщество; Обучающие курсы; Дизайн и графика; Стиль, одежда, обувь; Кино; Медицинский центр; Образование; Лицей; Кулинария, рецепты; Танцевальная школа; Обучающие курсы; Танцевальная школа; Родители и дети; Творчество; Творчество; Творчество; Образование"
м,20.11.1985,Санкт-Петербург,
м,,Выборг,"Городское сообщество; Дизайнер; Обучающие курсы; Городское сообщество; Музыкальный лейбл; Кафе, ресторан; Техника, электроника; Фотография; Кафе, ресторан; Интернет-СМИ; Интернет-СМИ; Туризм, путешествия; Фотография; Кафе, ресторан; Интернет-СМИ; Фотография; Кафе, ресторан; Интернет-СМИ; Туризм, путешествия; Киберспортивная организация"
ж,,Санкт-Петербург,
ж,12.10.1980,Санкт-Петербург,"Художница; Художница; Образование; Дом культуры; Дизайнер; Художница; Дизайн-студия; Интерьер; Товары для творчества; Образование; Ювелирные изделия; Творчество; Художница; Городское сообщество; Украшения, бижутерия ; Наука; Дополнительное образование; Дом культуры; Кафе, ресторан; Летний лагерь "
м,,Москва,
м,29.11.1985,Санкт-Петербург,
м,,Санкт-Петербург,"Другие товары; Юмор; Интернет-СМИ; Блог; Группа коллег; Юмор; Фотография; Творчество; Настольные игры; Художник или художница; Бизнес; Творчество; Другие товары; История; Игры; Блогер; Домашние и дикие животные; Игры, игрушки; Финансы; Игры"
ж,15.2.1986,Санкт-Петербург,
ж,5.1.1988,Москва,"Образование; Поэт; Фотография; Юмор; Творчество; Шоу, передача; Юмор; Место отдыха; Инди; Фотограф; Юмор; Модель; Туризм, путешествия; Юмор; Блогер; Общественная организация; Фотография; Образование; Торговый центр; Юмор"
ж,30.1.1989,Санкт-Петербург,"Кино; Юмор; Фотография; Кино; Другие хобби; Товары для творчества; Юмор; Творчество; Творчество; История; Кино; Другие хобби; Шоу, передача; Творчество; Кино; Юмор; Товары для творчества; Творчество; Художница; Художница"
м,,Санкт-Петербург,Автоспорт; Наука; Интернет-СМИ; Интернет-СМИ; Видеоигры; Объявления; Юмор; Спортивная организация; Спортивная организация; Юмор; Дискуссионный клуб; Наука; Видеоигры; Автоспорт; Автоспорт; Юмор; Рок; Юмор; Фан-сообщество; Наука
ж,,,
м,14.10.1989,,Юмор; Юмор; Дизайн и графика; Наука; Наука; Творчество; Анимация; Закрытое сообщество; Творчество; Культура; Искусство и развлечения; Эротика; Видеоигры; Творчество; Юмор; Сайты; Творчество; Общественная организация; Университет
м,10.5.1988,Санкт-Петербург,Образование; Издательский дом; Музыкант; Творчество; Школа; Юмор; Художник; Электронная музыка; Общественный деятель; Творчество; Фестиваль; Художник или художница; Ночной клуб; Мультфильм; Художник или художница
м,7.9.1987,Великий Новгород,"Благотворительность; Автотовары; Одежда, обувь; Кино; Юмор; Одежда, обувь; Мотоциклы и другая мототехника; Родители и дети; Наука; Театр; Здоровый образ жизни; Салон красоты; История; Городское сообщество; Кафе, ресторан; Интернет-СМИ; Спортивные товары; Строительство, ремонт; Блогер; Танцовщица"
м,,Санкт-Петербург,Художник; Фильм; Творчество; Художник; Творчество; Библиотека; Городское сообщество; Художник; Художница; Художник; Дизайн и графика; Художник; Дизайн и графика; Приложение; Другие хобби; Фан-сообщество; Художник; Художница; Творчество; Интернет-СМИ
м,,Санкт-Петербург,"Творчество; Игры; Культура; Творчество; Дизайн и графика; Обучающие курсы; Культура; Музыкант; Обучающие курсы; Дизайн и графика; Творчество; Дом культуры; Дизайн-студия; Дизайн и графика; Кафе, ресторан; Дизайн и графика; Художник; Обучающие курсы; Домашние и дикие животные; Дизайн и графика"
ж,,Санкт-Петербург,
м,,Санкт-Петербург,
ж,,Санкт-Петербург,"Юмор; Салон красоты; Юмор; Блог; Юмор; Шоу, передача; Игры; Юмор; Юмор; Юмор; Блогер; Творчество; Творчество; Философия; Творчество; Юмор; Общественная организация; Интернет-СМИ; Юмор; Творчество"
м,,Казань,"Мобильные технологии; Творчество; Организация праздников; Дом культуры; Фан-сообщество; Организация праздников; Rap, Hip-Hop; Уход за собой; Другая музыка; Кино; Шоу, передача; Танцы; Общественный деятель; Танцевальная музыка; Rap, Hip-Hop; DJ; Электронная музыка; Шоу, передача; Шоу; Дизайн и графика"
м,23.2.1984,Санкт-Петербург,"Интернет-СМИ; Интернет-СМИ; Юмор; Интернет-СМИ; Наука; Дизайн-студия; Юмор; Юмор; История; Туризм, путешествия; Юмор; Юмор; История; Городское сообщество; Городское сообщество; Городское сообщество; Юмор; История; Дизайн и графика; Юмор"
ж,,Санкт-Петербург,"Шоу, передача; История; Творчество; Интернет-СМИ; Домашние и дикие животные; Домашние и дикие животные; Творчество; Общественная организация; Театр; Юмор; Творчество; Культура; Театр; Товары для животных; Юмор; Дизайнер; Благотворительная организация; Видеоигры; Кино; Футбол"
м,,,
ж,9.8.1982,,"Юмор; Юмор; Дизайн и графика; Литература; Образование; Дизайн и графика; Туризм, путешествия; Городское сообщество; Фотография; Литература; Образование; Языки; Государственная организация; Образование; Юмор; Здоровый образ жизни; Мототехника; Юмор; Наука; Соседи"
ж,,Москва,
м,,Санкт-Петербург,Наука; Фотография; Юмор; Образование; Дизайн и графика; Юмор; Композитор; Культура; Фотография; Творчество; Дизайн и графика; Творчество; Дизайн и графика; Интеллектуальные игры; Юмор; Фотография; Творчество; Творчество; Юмор; Творчество
м,12.10.1989,Санкт-Петербург,"Фотография; Фотография; Фотография; Фотография; Фотография; Программирование; Рок; Фотография; Видеоигры; Программирование; Фотограф; Продукты питания, напитки; Другая музыка; Одежда, обувь; Метал; Культурный центр; Автотовары; Одежда, обувь; Психология; Фотография"
м,,Санкт-Петербург,"Фитнес; Обучающие курсы; Строительство, ремонт; Фитнес; Фитнес; Фитнес; Дискуссионный клуб; Дискуссионный клуб; Реклама; Ролевые игры; Страна; Страна; Образование; Спортивная организация; Реклама; Театр; Реклама; Обучающие курсы; Образование; Приложение"
м,9.10.1987,Псков,"Товары для взрослых; Эротика; Творчество; Юмор; Фотография; Культура; Анимация; Юмор; Эротика; Творчество; Юмор; Другие хобби; Молодёжное движение; Кино; Одежда, обувь; Юмор; Автомобили; Домашние и дикие животные; Кино; Фан-сообщество"
м,24.7.1987,Санкт-Петербург,"Страна; Интернет-СМИ; Интернет-СМИ; Кулинария, рецепты; Блогер; Видеоигры; Наука; Интернет-СМИ; Наука; Производство, промышленность; Дизайн и графика; Сайты; Интернет-СМИ; Дизайн-студия; Дискуссионный клуб; История; Наука; Кино; Юмор; Автопроизводитель"
м,,Санкт-Петербург,Творчество; Публичная страница; Творчество; Творчество; Вымышленный персонаж; Дизайн и графика; Музыкант
ж,,Санкт-Петербург,"Другие хобби; Блогер; Товары для дома; Интернет-СМИ; Одежда, обувь; Городское сообщество; Блогер; Домашние и дикие животные; Культура; Печать, полиграфия; Страна; Образование; Дизайн интерьера; Домашние и дикие животные; Место отдыха; Литература; Творчество; Юмор; Культура; Место отдыха"
м,30.10.1988,Санкт-Петербург,
м,25.6.1984,Симферополь,"Стример; Программное обеспечение; Компьютерная техника; Творчество; Компьютерная техника; Блогер; Строительные материалы, инструменты; Дизайн-студия; Дизайн и графика; Дом культуры; Электроника; Творчество; Другие товары; Дизайн и графика; Видеоигры; Компьютерные услуги; Компьютерные услуги; Дизайн и графика; Реклама; Электроника"
м,,Санкт-Петербург,
м,27.9.1986,Санкт-Петербург,"Дизайн и графика; Другие хобби; Дискуссионный клуб; Туризм, путешествия; Техника, электроника; Творчество; Дизайн и графика; Образование; Творчество; Творчество; Кино; Художник; Творчество; Творчество; Искусство и развлечения; Блогер; Творчество; Творчество; Образование; Творчество"
м,,,
м,16.5.1987,Санкт-Петербург,"Приложение; Стиль, одежда, обувь; Общественная организация; Наука; Наука; Творчество; Образование; Наука; Продукты питания, напитки; ВКонтакте; Наука; Здоровый образ жизни; Продукты питания, напитки; Кино; Игры, игрушки; Туризм, путешествия; Образование; Музыка; Писатель; Образование"
ж,,Санкт-Петербург,"Интернет-СМИ; Хоккей; Интернет-СМИ; Городское сообщество; Соседи; Городское сообщество; Городское сообщество; Недвижимость; Одежда, обувь; Наука; Городское сообщество; Городское сообщество; Стиль, мода; Знакомства; Туризм, путешествия; Активный отдых; Дизайн интерьера; Дизайн интерьера; Городское сообщество; Строительные и ремонтные работы"
м,,Смоленск,"Образование; Творчество; Творчество; Фото- и видеосъёмка; Творчество; Домашние и дикие животные; Интернет-СМИ; Творчество; Фотография; Фотография; Журналист; Техника, электроника; Дизайн интерьера; Дизайн и графика; Дизайн интерьера; Культурный центр; Дизайн и графика; Дизайн и графика; Творчество; Строительство, ремонт"
м,,Санкт-Петербург,"Автовладельцы; Интернет-СМИ; Фотография; Образование; Бизнес; Интернет-СМИ; Техника, электроника; Юмор; Туры, экскурсии; Творчество; Кино; Видеоигра; Техника, электроника; Творчество; Художник; Бизнес; Кино; Дизайн и графика; Недвижимость; Товары для дома"
ж,,Пермь,"Кулинария; Городское сообщество; Продукты питания, напитки; Дискуссионный клуб; Фитнес; Стиль, мода; Одежда, обувь; Товары для праздников; Реклама; Кулинария, рецепты; Украшения, бижутерия ; Другие товары; Кафе, ресторан; Продукты питания, напитки; Городское сообщество; Соседи; Кулинария; Блогер; Городское сообщество; Уход за собой"
