sex,bdate,city,groups_activities
м,,Москва,Группа коллег; Танцы; Писательница; Ролевые игры; Юмор; Ролевые игры; Психология; Юмор; Литература; Творчество; Настольные игры; Фотограф; Фото- и видеосъёмка; Друзья; Ролевые игры; Игры; Композитор; Певица; Ролевые игры; Фотография
м,2.3.1975,Москва,"Шоу, передача; Дизайн и графика; Дизайн и графика; Видеоигры; Шоу, передача; Дом культуры; Игры; Видеоигры; Творчество; Метал; Дизайн и графика; Дизайн и графика; Дизайн и графика; Творчество; Дизайн и графика; Дизайн и графика; Фан-сообщество; Фан-сообщество; Дизайн и графика; Дизайн и графика"
м,,Цокто-Хангил,"Юмор; Творчество; Дискуссионный клуб; Шоу, передача; Культурный центр; Сайты; Юмор; Юмор; Другие хобби; Юмор; Творчество; Дизайн и графика; Творчество; Юмор; Эротика; Строительство, ремонт; Онлайн-игра; Эротика; Общество; Юмор"
м,,Краснодар,Кино; Кино; Блогер; Юмор; Юмор; Кино; Кино; Юмор; Юмор; Дизайн интерьера; Юмор; Творчество; Кино; Юмор; Автомобили; Юмор; Образование; Наука; Юмор; Наука
м,6.11.1985,Seattle,"Юмор; Интернет-СМИ; Музыкальная группа; Творчество; Домашние и дикие животные; Образование; Кино; Интернет-СМИ; Рок; Кино; Кулинария, рецепты; Образование; Юмор; Строительные и ремонтные работы; Интернет-СМИ; Культура; Фотография; Творчество; Кино; Стиль, одежда, обувь"
м,17.9.1988,,
м,14.9.1989,,"Творчество; Фотография; Бизнес; Программирование; Образование; Инди; Интернет-СМИ; Образование; Техника, электроника; Туризм, путешествия; Дизайн и графика; Интернет-СМИ; Языки; Языки; Юмор; Стиль, одежда, обувь; Дизайн и графика; Банк, финансовое учреждение; Недвижимость; Строительство, ремонт"
м,,,"Другая музыка; Культура; Юмор; Юмор; Фан-сообщество; Юмор; Музыка; Юмор; Одежда, обувь; Производство контента; Культура; Анимация; Родственники; Музыкант; Боевые искусства; Художник; Обучающие курсы; Философия; История; Музыка"
м,21.12.1989,,"Интернет-СМИ; Автоспорт; Кино; Видеоигры; Бар, паб; Доставка еды; Творчество; Кофейня; Киберспортивная организация; Игры; Комик; Другая музыка; Программное обеспечение; Банк, финансовое учреждение; Джаз; Шоу, передача"
м,23.3.1979,Мончегорск,Друзья; Юмор; Домашние и дикие животные; Юмор; Блогер; Юмор; Сайты; Юмор; Домашние и дикие животные; Отношения полов; Кино; ВКонтакте; Искусство и развлечения; Интернет-СМИ; Дискуссионный клуб; Дискуссионный клуб; Военное дело; Издательский дом; Дизайн и графика; История
м,,Нижний Новгород,"Фотография; Домашние и дикие животные; Фото- и видеосъёмка; Сайты; Общественная организация; Творчество; Автомобили; Городское сообщество; Интернет-СМИ; Городское сообщество; Творчество; Автомобили; Творчество; Одежда, обувь; Домашние и дикие животные; Творчество; Творчество; Городское сообщество; Дизайн и графика; Дизайн интерьера"
ж,16.10.1992,Санкт-Петербург,"Активный отдых; Активный отдых; Спортивные товары; Ролевые игры; Шоу, передача; Интернет-СМИ; Юмор; Интернет-СМИ; Автомобили; Интернет-СМИ; Интернет-СМИ; Другие хобби; Юмор; Садоводство; Соседи; Знакомства; Домашние и дикие животные; Общество; Садоводство; Медицина"
м,26.11.1986,Санкт-Петербург,"Фотография; Фотография; Игры; Театр; Интернет-СМИ; Культура; Культура; Шоу, передача; Юмор; Юмор; Фан-сообщество; Юмор; Творчество; Игры; Юмор; Юмор; Игры; Юмор; Фотография; Культурный центр"
ж,,Москва,"Образование; История; Писатель; Обучающие курсы; Кино; Обучающие курсы; Шоу, передача; Кино; Культура; Творчество; Режиссёр, продюсер; Электронная музыка; Теннис; Общество; Медицина; Литература; Парфюмерия, косметика; Уход за собой; Молодёжное движение; Школа"
ж,,Санкт-Петербург,
ж,,Москва,Дополнительное образование; Ролевые игры; Литература; Дискуссионный клуб; Фестиваль; История; Вымышленный персонаж; Творчество; Юмор; Анимация; Художник; Активный отдых; Литература; Объявления; Фотография; Общественная организация; Блог; Культура; Образование; Творчество
м,,Санкт-Петербург,
м,,Москва,"Фотография; Философия; Творчество; Стиль, одежда, обувь; Другие товары; Фитнес; Юмор; Блог; Литература; Городское сообщество; Фотография; Блогер; Юмор; Юмор; Дизайн интерьера; Юмор; Городское сообщество; Фитнес; Интернет-СМИ; Строительство, ремонт"
м,1.10.1982,Москва,
м,1.1.2000,,"Программирование; Программирование; Дизайн и графика; Техника, электроника; Программирование; Юмор; Программирование; Электронная музыка; Программирование; Юмор; Юмор; Юмор; Художник; DJ; Юмор; Техника, электроника; Бизнес; Программирование; Программирование; Программное обеспечение"
ж,,Санкт-Петербург,"Услуги для владельцев животных; Интернет-СМИ; Туризм, путешествия; Интернет-СМИ; Кино; Соседи; Сайты; Медицинский центр; Юмор; Обучающие курсы; Городское сообщество; Городское сообщество; Домашние и дикие животные; Вымышленный персонаж; Туризм, путешествия; Творчество; Медицина; Литература; Боевые искусства; Услуги для владельцев животных"
ж,,Bad Harzburg,Видеоигра; Приложение; Игры; Творчество; Литература; Образование; Юмор; Закрытое сообщество; Знакомства; Другие хобби; Творчество; Дизайн и графика; Творчество; Видеоигра; Цирк; Видеоигра; Юмор; Фотография; Игровая студия; Образование
м,3.6.1979,Уфа,"Кино; Образование; Онлайн-игра; Сайты; Интернет-СМИ; Видеоигра; Творчество; Государственная организация; Кинотеатр; Государственная организация; Творчество; Образование; Сайты; Военное дело; Наука; Наука; Шоу, передача; Дизайн и графика; Видеоигры; Общественная организация"
м,,Тюмень,"Видеоигры; Музыкальная группа; Видеоигры; Программирование; Кино; Городское сообщество; Программное обеспечение; Видеоигры; Электронная музыка; Танцевальная музыка; Видеоигры; Видеоигры; Наука; Видеоигры; Программное обеспечение; Электроника; Творчество; Городское сообщество; Видеоигры; Народная музыка, фолк"
м,,Москва,"Интернет-СМИ; Техника, электроника; Юмор; Юмор; Юмор; Юмор; Фотография; Анимация; Дом культуры; Юмор; Фотография; Творчество; Комик; Техника, электроника; Юмор; Кино; Наука; Интернет-СМИ; Комик; Техника, электроника"
м,,Санкт-Петербург,"Дискуссионный клуб; Здоровый образ жизни; Юмор; Дизайн и графика; Литература; Журналист; Программирование; Интернет-СМИ; Фотография; Автотовары; Шоу, передача; Домашние и дикие животные; Дизайн и графика; Общественное движение; Блюз; Эротика; Культура; Юмор; Туризм, путешествия; Фотография"
ж,,Санкт-Петербург,"Другие товары; Астрология, эзотерика; Парфюмерия, косметика; Астрология, эзотерика; Стиль, мода; Городское сообщество; Общество; Туризм, путешествия; Шоу, передача; Творчество; Дизайн и графика; Юмор; Творчество; Отношения полов; Творчество; Астрология, эзотерика; Наука; Здоровый образ жизни; Наука; Танцы"
м,5.4.1987,Челябинск,"Городское сообщество; Религия; Интернет-СМИ; Общество; Юмор; Интернет-СМИ; Фотография; Творчество; Интернет-СМИ; Бизнес; Объявления; Музыкант; Туризм, путешествия; Автовладельцы; Здоровый образ жизни; Блогер; Ночной клуб; Творчество; Городское сообщество; Домашние и дикие животные"
м,,Минск,
м,,Санкт-Петербург,"Одежда, обувь; Бизнес; Техника, электроника; Одежда, обувь; Кино; Шоу, передача; Шоу, передача; Творчество; Одежда, обувь; Отдых на природе; Шоу, передача; Дом культуры; Блогер; Интернет-СМИ; Продукты питания, напитки; Образование; Интернет-СМИ; Интернет-СМИ; Продукты питания, напитки; Бизнес"
м,19.1.1982,Королёв,"Творчество; Программирование; Культура; Литература; Фотография; Закрытое сообщество; Туризм, путешествия; Творчество; Ролевые игры; Юмор; Интернет-СМИ; Здоровый образ жизни; Фотограф; Обучающие курсы; Фотограф; Университет; Творчество; Другие хобби; Фотография; Фотограф"
м,,Санкт-Петербург,"Художник или художница; Строительные и ремонтные работы; Юмор; Игры; Юмор; Образование; Техника, электроника; Психология; Психология; Игры; Юмор; Активный отдых; Литература; Развлечения; Недвижимость; Классическая музыка; Активный отдых; Юмор; Госслужащий; Государственная организация"
м,22.6.1977,Санкт-Петербург,Юмор; Творчество; Юмор; Творчество; Студия звукозаписи; Психология; Юмор; Обучающие курсы; Юмор; Игры; Бизнес; Домашние и дикие животные; Интернет-СМИ; Юмор; Кино; Игры; История; Кино; Литература; Общество
м,,Санкт-Петербург,"Теннис; Дизайн и графика; Городское сообщество; Городское сообщество; Городское сообщество; Дизайн интерьера; Теннис; Дизайн и графика; Здоровый образ жизни; Фотография; Техника, электроника; Дизайн интерьера; Дизайн и графика; Туризм, путешествия; Другие виды спорта; Спортивный клуб; Дизайн и графика; Кино; Городское сообщество; Программное обеспечение"
м,,Санкт-Петербург,Городское сообщество; Городское сообщество; Видеоигра; Интернет-СМИ; Художник или художница; Творчество; Культура; Творчество; Творчество; Творчество; Объявления; Дизайн и графика; Закрытое сообщество; Творчество; Творчество; Дизайн и графика; Наука; Общественная организация; Дискуссионный клуб; Творчество
м,,Одинцово,
м,19.9.1986,Курск,
ж,,Москва,
м,6.9.1984,Санкт-Петербург,"Видеоигры; Кулинария, рецепты; Образование; История; Предприниматель; Приложение; Игры, игрушки; Театр; Объявления; Военное дело; Творчество; Культура; Творчество; Юмор; Видеоигры; Одежда, обувь; История; Юмор; Юмор; Здоровый образ жизни"
м,18.2.1987,Уфа,"Юмор; Юмор; Юмор; Юмор; Юмор; Юмор; Домашние и дикие животные; Образование; Литература; Туризм, путешествия; Другая музыка; Творчество; Юмор; Юмор; Туризм, путешествия; Приложение; Домашние и дикие животные; Литература; Домашние и дикие животные; Юмор"
м,,Димитровград,"Фотография; Творчество; История; Видеоигры; Видеоигры; Дизайн и графика; Фотография; Творчество; Техника, электроника; Культура; Видеоигры; Кино; Техника, электроника; Дизайн и графика; Творчество; Творчество; Видеоигры; Культурный центр; Кино; Видеоигры"
ж,,Уфа,"Государственная организация; Астрология, эзотерика; Домашние и дикие животные; Государственная организация; Творчество; Информационный портал; Юмор; Философия; Общественный деятель; Творчество; Здоровый образ жизни; Приложение; Городское сообщество; Медицина; Строительство, ремонт; Детский сад; Школа; Обучающие курсы; Государственная организация; Строительные и ремонтные работы"
м,,Санкт-Петербург,Политика; Политика; Дискуссионный клуб; Страна; Политика; Игры; Ремонтная мастерская; Мобильные технологии; Страна; Видеоигры; Политика; Страна; Видеоигры; Юмор; Дом культуры; Интернет-СМИ; Военное дело; Модель; Интернет-СМИ; Видеоигры
ж,8.12.1986,Королёв,Политика; Страна; Интернет-СМИ; Политик; Страна; Юмор; Интернет-СМИ; Культурный центр; Зоопарк; Политика; Политика; ВКонтакте; Общество; Городское сообщество; Интернет-СМИ; Политика; Интернет-СМИ; Дискуссионный клуб; Фан-сообщество; Культура
м,,Самара,
м,30.5.1982,Белгород,"Безопасность; Туризм, путешествия; Эротика; Электронная музыка; Интернет-СМИ; Общество; Другие хобби; Рок; Музыкант; Здоровый образ жизни; Видеоигры; Отдых на природе; Активный отдых; Комик; Видеоигры; Объявления; Игры; Кино; Фильм; Музыкальный лейбл"
м,,,
м,22.7.1987,Томск,"Юмор; Городское сообщество; Метал; Интернет-СМИ; История; Наука; Финансы; Вымышленный персонаж; Поэт; Культура; Другая музыка; Другая музыка; Юмор; Группа коллег; Бар, паб; Библиотека; Здоровый образ жизни; Продукты питания, напитки; Интернет-СМИ; Музыкальная группа"
м,,Санкт-Петербург,"Политика; Общество; Интернет-СМИ; Интернет-СМИ; Видеоигры; Военное дело; Кинотеатр; Туризм, путешествия; Кино; Интернет-СМИ; Городское сообщество; Городское сообщество; Городское сообщество; Студия звукозаписи; Интернет-СМИ; Юмор; Комик; Банк, финансовое учреждение; Общество"
м,,,
ж,,,"Литература; Творчество; Литература; Здоровый образ жизни; Литература; Образование; Художник; Художник или художница; Товары для творчества; Литература; Художница; Творчество; Художница; Стиль, одежда, обувь; Художник или художница; Творчество; Художник или художница; Стиль, одежда, обувь; Туризм, путешествия; Творчество"
м,15.11.1990,Самара,"Дизайн и графика; Электронная музыка; Обучающие курсы; Электронная музыка; Спортивная организация; Дизайн и графика; Туризм, путешествия; Туризм, путешествия; Народная музыка, фолк; Культурный центр; Художница; Образование; Активный отдых; Творчество; Образование; Творчество; Городское сообщество; Фан-сообщество; Образование; Туризм, путешествия"
ж,,Москва,
м,2.1.1985,Санкт-Петербург,"Блогер; Творчество; Фотография; Фотография; Интернет-СМИ; Юмор; Общество; Фотография; Фотография; Фотография; Юмор; Юмор; Интернет-СМИ; Кино; Фотография; Творчество; Стиль, одежда, обувь; Фитнес; Творчество; Юмор"
м,,Москва,
м,,,"Электронная музыка; Другая музыка; Интернет-СМИ; Электронная музыка; Здоровый образ жизни; Образование; Другие виды спорта; Общество; Юмор; Бизнес; Программирование; Видеоигры; Игры; Культура; Интернет-СМИ; Видеоигры; Игры, игрушки; Культурный центр; Фотография; Юмор"
ж,,Нижний Новгород,
ж,,Зеленоград,
м,,Москва,"История; Творчество; Творчество; Интернет-СМИ; Творчество; Фотография; Музыкант; Культурный центр; Кино; Творчество; Культура; Фотография; Спортивная организация; Интернет-СМИ; Обмен музыкой; Образование; Приложение; Музей, галерея, выставка; Другая музыка; Культура"
м,,Ноябрьск,
ж,,Москва,
м,,Москва,
м,2.8.1979,Санкт-Петербург,Интернет-СМИ; Бизнес; Интернет-СМИ; Бизнес; Музыкальная группа; Кино; Образование; Наука; Кино; Кино; Программирование; Городское сообщество; Кино; Общественная организация; Блогер; Кино; Концертный зал; Городское сообщество; Телеканал; Вымышленный персонаж
