sex,bdate,city,groups_activities
м,1.6.1986,Челябинск,"Городское сообщество; Приложение; Приложение; Футбол; Кино; Кафе, ресторан; Городское сообщество; Юмор; Комик; Строительство, ремонт; Кино; Образование; Литература; Дизайн интерьера; Товары для детей; Наука; Творчество; Доставка еды; Соседи; Соседи"
м,,Москва,"Интернет-СМИ; Интернет-СМИ; Писатель; Писатель; Юмор; Юмор; Кино; Творчество; Юмор; Городское сообщество; Туризм, путешествия; Юмор; Психология; Видеоигры; Программирование; Интернет-СМИ; Литература; Образование; Юмор; Зоопарк"
м,,Москва,
ж,5.9.1987,Kinsale,Дизайн и графика; Видеоигра; Сериал; Объявления; Другая музыка; Кино; Творчество; Творчество; Кино; Художник или художница; Творчество; Кино; Литература; История; Художник или художница; Творчество; Творчество; Художник или художница; Творчество; Культура
м,,Москва,"Юмор; Творчество; Писатель или писательница; История; Юмор; Творчество; Видеоигры; Ролевые игры; Политика; Юмор; Видеоигры; Домашние и дикие животные; Танцор, танцовщица; Фотография; Здоровый образ жизни; Государственная организация; Видеоигры; Юмор; Интернет-СМИ; ВКонтакте"
м,22.10.1992,Санкт-Петербург,"Фан-сообщество; Юмор; Финансы; Игры; Интернет-СМИ; Интернет-СМИ; Фотография; Наука; Видеоигры; Городское сообщество; Анимация; Музей, галерея, выставка; Фан-сообщество; Юмор; Музыка; История; Юмор; Культура; Творчество; Анимация"
м,23.1.1986,Санкт-Петербург,Художница; История; История; Блогер; Художник; Видеоигры; Модель; Фан-сообщество; Творчество; Творчество; Другие виды спорта; Фан-сообщество; Фан-сообщество; Комик; Видеоигры; Музыкальная группа; Наука; Музыкант; Музыкальная группа; Музыка
м,,Екатеринбург,"Другие виды спорта; Художник или художница; Другие товары; Другие виды спорта; Производство, промышленность; Другие хобби; Другие товары; Активный отдых; Производство, промышленность; Спортивная организация; Туризм, путешествия; Фотография; Фотография; Производство, промышленность; Психолог; Туризм, путешествия; Музыкальная группа; Товары для творчества; Товары для творчества; Игры"
м,,,
м,15.2.1987,Москва,
м,26.4.1966,Москва,"Здоровый образ жизни; История; Культура; Туризм, путешествия; Психология; Юмор; Медицинский центр; История; Психология; Образование; Образование; Городское сообщество; История; Юмор; Бизнес; Ролевые игры; Журналист; Фотография; Творчество; Наука"
м,,Los Angeles,"Юмор; Фан-сообщество; Юмор; Интернет-СМИ; Кино; Юмор; Видеоигры; Видеоигры; Видеоигры; Юмор; Программирование; Юмор; Шоу, передача; Юмор; Видеоигры; Творчество; Юмор; Другая музыка; Игры, игрушки; Рок"
м,7.1.1986,Самара,"Видеоигры; Игры, игрушки; Интернет-СМИ; Кино; Товары для праздников; Видеоигры; Литература; Метал; Рыбалка; Программирование; Видеоигры; Видеоигры; Видеоигры; Видеоигра; Литература; Книга; Творчество; Видеоигры; Видеоигра; Активный отдых"
м,2.12.1989,Фрязино,Юмор; Городское сообщество; Наука; Юмор; Юмор; Творчество; Компьютерная техника; Философия; Онлайн-игра; Литература; Культурный центр; Услуга
м,8.11.1988,Екатеринбург,"Интернет-СМИ; Кино; Городское сообщество; Интернет-СМИ; Юмор; Юмор; Интернет-СМИ; Юмор; Наука; Экстремальный спорт; Интернет-СМИ; Электронная музыка; Дизайнер; Парфюмерия, косметика; Творчество; Автосервис; Шоу, передача; Юмор; Мебель; Фестиваль"
м,24.7.1989,Москва,"Юмор; Домашние и дикие животные; Юмор; Юмор; Юмор; Юмор; Игры; Юмор; Юмор; Юмор; Юмор; Интернет-СМИ; Мобильные технологии; Фотография; История; Туризм, путешествия; Электроника; Объявления; Городское сообщество; Юмор"
м,13.10.1984,Саров,"Городское сообщество; Фотография; Фитнес; Дискуссионный клуб; Общественная организация; Фотография; Творчество; Кафе, ресторан; Образование; Творчество; Видеоигры; Фотография; Доставка еды; Творчество; Парк отдыха; Техника, электроника; Фотография; Доставка еды; Фитнес; Видеоигры"
м,31.8.1990,Москва,Домашние и дикие животные; Юмор; Интернет-СМИ; Другие хобби; Юмор; Юмор; Юмор; Интернет-СМИ; Цирк; Интернет-СМИ; Юмор; Культура; Домашние и дикие животные; Юмор; Юмор; Образование; Другие хобби; Спортивные товары; Домашние и дикие животные; Дом культуры
м,,Москва,"Творчество; Кино; Финансы; ВКонтакте; Кино; Кино; Кино; Наука; Литература; Кино; Юмор; Наука; Блог; Финансы; Образование; Интернет-СМИ; Юмор; Банк, финансовое учреждение; Литература; Творчество"
ж,30.4.1993,Москва,"Настольные игры; Блог; Настольные игры; Туризм, путешествия; Кино; Настольные игры; Настольные игры; Наука; Творчество; Настольные игры; История; Здоровый образ жизни; Образование; Настольные игры; Интернет-СМИ; Юмор; Фотография; История; Юмор; Кино"
м,29.1.1986,Санкт-Петербург,
м,23.6.1980,Новосибирск,"Настольные игры; Настольные игры; Настольные игры; Настольные игры; Настольные игры; Настольные игры; Настольные игры; Настольные игры; Настольные игры; Туризм, путешествия; Настольные игры; Настольные игры; Игры; Настольные игры; Фотография; Настольные игры; Настольные игры; Игры; Метал; Настольные игры"
ж,18.7.1991,Тула,"Фотография; Одежда, обувь; Кино; Кино; Дизайн интерьера; Кулинария, рецепты; Юмор; Отношения полов; Юмор; Кулинария; Образование; Дизайн интерьера; Банк, финансовое учреждение; Домашние и дикие животные; Юмор; Юмор; Литература; Творчество; Интернет-СМИ; Отношения полов"
ж,26.3.1991,,
ж,22.7.1987,Санкт-Петербург,
м,11.10.1991,Санкт-Петербург,"Общество; Образование; Философия; Философия; Литература; Бизнес; Городское сообщество; Сайты; Дизайн и графика; Стример; Интернет-СМИ; Образование; Творчество; Фотография; Украшения, бижутерия ; Дизайн и графика; Активный отдых; Фотография; Городское сообщество; Кафе, ресторан"
м,,,"Интернет-СМИ; Блог; Юмор; Городское сообщество; Интернет-СМИ; Фотография; Психология; Музыкант; Дизайнер; Предприниматель; Культура; Электронная музыка; Дизайнер; Интернет-СМИ; Стиль, одежда, обувь; Творчество; Образование; Сайты; Одежда, обувь; Интернет-СМИ"
м,,Санкт-Петербург,Творчество; Стример; Юмор; Интернет-СМИ; Юмор; Творчество; Интернет-СМИ; Интернет-СМИ; Творчество; Блогер; Здоровый образ жизни; Городское сообщество; Телеканал; Городское сообщество; Бизнес; Юмор; Юмор; Юмор; Юмор; Культура и искусство
м,,Москва,"Философия; Домашние и дикие животные; Кино; Городское сообщество; Кино; Культура; Юмор; Дом культуры; Юмор; Творчество; Бизнес; Электронная музыка; Юмор; Другая музыка; Другая музыка; Культура; Электронная музыка; Автомобили; Стиль, мода; Автомобили"
м,,Петрозаводск,"Юмор; Фотография; Фотография; Культура; Кафе, ресторан; Театр; Фотография; Кафе, ресторан; Другая музыка; Группа памяти; Фотография; Производство контента; Группа памяти; Образование; Театр; Творчество; Музыкант; Блог; Фотограф; Музыкальная группа"
м,24.12.1987,Нижний Новгород,Кофейня; Кино; Студия звукозаписи; Настольные игры; Объявления; Кино; Кино; Видеоигры; Место отдыха; Кино; Городское сообщество; Видеоигры; Настольные игры; Видеоигры; Интеллектуальные игры; Художник; Кино; Ролевые игры; Настольные игры; Кино
м,5.7.1989,Москва,Фотография; Городское сообщество; Блогер; Юмор; Юмор; Фотография; Юмор; Фотография; ВКонтакте; Юмор; Юмор; Страна; История; Юмор; Городское сообщество; Киберспортивная организация; Творчество; Общество; Юмор; Культура
м,,Екатеринбург,"Фото- и видеосъёмка; Футбол; Приложение; Бизнес; Кино; Фотография; Туризм, путешествия; Интернет-СМИ; Творчество; Интернет-СМИ; Фотография; Городское сообщество; Образование; Одежда, обувь; Фотография; Наука; Туризм, путешествия; Музыкальная группа; Оператор спутникового телевидения; Страна"
м,1.1.1976,Москва,
ж,13.10.1982,Москва,"Творчество; Певец или певица; Философия; Музыкант; Украшения, бижутерия ; Культурный центр; Литература; Дизайн и графика; Творчество; Творчество; Юмор; Учёный, преподаватель; Rap, Hip-Hop"
м,,,Юмор; Юмор; Общество; Культура; Юмор; Архив; Кино; Юмор; Юмор; Музыка; Юмор; Юмор; Культура; Юмор; Домашние и дикие животные; Юмор; Культура; Кино; Культурный центр; Другие хобби
ж,,Архангельск,Юмор; Домашние и дикие животные; Кино; Закрытое сообщество; Дизайн и графика; Наука; Городское сообщество; Домашние и дикие животные; Наука; Образование; Домашние и дикие животные; Городское сообщество; Творчество; Домашние и дикие животные; Домашние и дикие животные; Фан-сообщество; Публичная страница; Группа коллег; Производство контента; Ветеринарная клиника
м,,Томск,"Настольные игры; Бизнес; Место отдыха; Туризм, путешествия; Туры, экскурсии; Бизнес; Зимние виды спорта; Настольные игры; Настольные игры; Игры; Настольные игры; Настольные игры; Зимние виды спорта; Настольные игры; Настольные игры; Настольные игры; Юмор; Спортивный клуб; Настольные игры; Художник"
м,,Екатеринбург,Программирование; Образование; Фотография; Фотография; Дополнительное образование; Программирование; Образование; Программирование; Фотография; Творчество; Дизайн и графика; История; Фотография; Дизайн и графика; Программирование; Товары для творчества; Программирование; Программирование; Программирование; Эротика
м,,Омск,"Дополнительное образование; Образование; Государственная организация; Музей, галерея, выставка; Лицей; Городское сообщество; Дополнительное образование; Фото- и видеосъёмка; Образование; Фото- и видеосъёмка; Государственная организация; Колледж; Шоу, передача; Наука; Школа; Школа; Дополнительное образование; Школа; Городское сообщество; Спортивная организация"
м,,,
ж,,Саратов,
м,,Тольятти,Творчество; Сайты; Сайты; Сайты; Дизайн и графика; Творчество; Дизайн и графика; Интернет-СМИ; Бизнес; Интернет-СМИ; Дизайн и графика; Дизайн и графика; Творчество; Юмор; Дизайн и графика; Творчество; Интернет-СМИ; Городское сообщество; Юмор; Кино
ж,,Пермь,"Студия звукозаписи; Салон красоты; Строительные материалы, инструменты; Зимние виды спорта; Спортивная организация; Оборудование; Здоровый образ жизни; Кино; Санаторий, дом отдыха; Баня, сауна; Городское сообщество; Фан-сообщество; Товары для творчества; Юмор; Фитнес; Отношения полов; Наука; Салон красоты; Наука; Фан-сообщество"
м,,Великий Новгород,"Юмор; Юмор; Юмор; Школа; Мультфильм; Юмор; Юмор; Кино; Дискуссионный клуб; Художник или художница; Библиотека; Юмор; Туризм, путешествия; Литература; Наука; Музыкант; Книга; Кино; Здоровый образ жизни; Домашние и дикие животные"
м,30.3.1985,Приозерск,Интернет-СМИ; Интернет-СМИ; Фотография; Сайты; Сайты; Дискуссионный клуб; Сайты; Культура; Кино; История; Фотография; Образование; Городское сообщество; Фотография; Фотография; Культура; Культура; История; Дизайн-студия; Образование
ж,,,"Другая музыка; Кино; Художник или художница; Художник или художница; Кино; Культура; Культура; Культура; Творчество; Творчество; Фан-сообщество; Культура; Художник; История; Художница; Туризм, путешествия; Культура и искусство; Анимация; Электронная музыка; Художница"
ж,,,
ж,27.5.1981,Таганрог,"Городское сообщество; Юмор; Образование; Культура; Литература; Юмор; Творчество; Наука; Городское сообщество; Фитнес; Доставка еды; Культура; Образование; Бизнес; Общественная организация; Интернет-СМИ; Садоводство; Туризм, путешествия; Творчество; Дизайн и графика"
ж,7.2.1987,Пермь,"Блог; Туры, экскурсии; Фото- и видеосъёмка; Художник; Производство, промышленность; Товары для праздников; Шоу, передача; Государственная организация; Творчество; Товары для творчества; Блог; Государственная организация; Продукты питания, напитки; Дизайнер; Образование; Другие товары; Приложение; Обучающие курсы; Архив; Книжный магазин"
м,,Самара,"Приложение; Сайты; Велосипеды; Консалтинг, бизнес-услуги; Творчество; Религиозное учреждение; Государственная организация; Юмор; Блогер; Информационный портал; Веб-студия; Блог; Творчество; Реклама; Шоу, передача; Спортивные товары; ВКонтакте; Блог; Консалтинг, бизнес-услуги; Дополнительное образование"
ж,,Челябинск,
м,,Москва,Здоровый образ жизни; Писательница; Творчество; Музыкальная группа; Уход за собой; Настольные игры; Музыка; Творчество; Творчество; Кино; Анимация; Юмор; Настольные игры; Общество; Литература; Сайты; Здоровый образ жизни; Художница; Торгово-развлекательный центр; Творчество
м,,Ярославль,
ж,,Самара,"Творчество; Художник; Творчество; Художница; Художник; Музей, галерея, выставка; Молодёжное движение; Творчество; Творчество; Художник; Туризм, путешествия; Туризм, путешествия; Художница; Культура; Музей, галерея, выставка; Кафе, ресторан; Кино; Кино; Театр; Творчество"
м,,Чистополь,"Фотография; Городское сообщество; Рок; Творчество; Философия; Спортивное питание; Юмор; Дизайн и графика; Юмор; Фото- и видеосъёмка; Шоу, передача; Юмор; Фотография; Юмор; Творчество; Дизайн и графика; Дизайн-студия; Творчество; Страна; Дизайнер"
м,,,"Программирование; Творчество; Литература; Творчество; Культура; Программирование; Программирование; Программирование; Программное обеспечение; Группа коллег; Программирование; Творчество; Программное обеспечение; Образование; Наука; Программирование; Программирование; Музей, галерея, выставка; Наука; Хостинг, регистрация доменов"
м,,,"Творчество; Рок; Домашние и дикие животные; Журналист; Юмор; Кино; Творчество; Культура; Другая музыка; Музыка; Другая музыка; Метал; Другие товары; Программное обеспечение; Музыкальная группа; Автосервис; Культура; Музей, галерея, выставка; Бытовая техника; Другая музыка"
ж,,Москва,"Литература; Философия; Финансы; Культурный центр; Творчество; Домашние и дикие животные; Книга; Культурный центр; Стиль, одежда, обувь; Образование; Музей, галерея, выставка; Творчество; Наука; Галерея; Философия; Дополнительное образование; Образование; Дизайн и графика; Туризм, путешествия; Дизайн и графика"
м,,Санкт-Петербург,"Юмор; Юмор; Астрология, эзотерика; Соседи; Кино; Торговый центр; Юмор; История; Наука; Поиск работы; Украшения, бижутерия ; Строительство, ремонт; Интернет-СМИ; Астрология, эзотерика; Образование; Фотография; Творчество; Наука; Наука; Туризм, путешествия"
ж,,Москва,"Юмор; Дополнительное образование; Творчество; Музыкальная группа; Продукты питания, напитки; Юмор; Художник или художница; Одежда, обувь; Домашние и дикие животные; Стиль, одежда, обувь; Творчество; Родители и дети; Производство, промышленность; Юмор; Дискуссионный клуб; Парфюмерия, косметика; Дизайн интерьера; Стиль, мода; Домашние и дикие животные; Юмор"
ж,5.9.1989,Тюмень,"Видеоигры; Товары для творчества; Художница; Творчество; Творчество; Художница; Шоу, передача; Анимация; Творчество; Художница; Творчество; Торгово-развлекательный центр; Дизайн и графика; Художница; Художница; Художница; Художница; Творчество; Домашние и дикие животные; Творчество"
м,,Москва,"Дизайн и графика; Программирование; Игры; Городское сообщество; Поиск работы; Другие хобби; Здоровый образ жизни; Настольные игры; Художник; Культура; Творчество; Одежда, обувь; Техника, электроника; Военное дело; Дизайн и графика; Военное дело; Техника, электроника; История; Радиостанция; Музей, галерея, выставка"
ж,,,Кино; Художница; Архив; Дизайн и графика; Культура; Государственная организация; Творчество; Творчество; Творчество; Интернет-СМИ; Игры; Юмор; Интернет-СМИ; Другие виды спорта; История; Интеллектуальные игры; Литература; Зоопарк; Другая музыка; Кино
м,14.3.1985,Москва,"Культурный центр; Блогер; Актёр; Городское сообщество; Ролевые игры; Кафе, ресторан; Активный отдых; Литература; Городское сообщество; Наука; Настольные игры; Строительство, ремонт; Одежда, обувь; Рок; Игры; Другие хобби; Спортивная организация; Спортивные товары; Туризм, путешествия; Фестиваль"
м,24.11.1984,Чита,
м,,Москва,
м,10.12.1981,Москва,Городское сообщество; Эротика; Эротика; Эротика; Фотография; Эротика; Автовладельцы; Творчество; Бизнес; Эротика; Фотография; Фотография; Кино; Фотография; Эротика; Творчество; Фотография; Творчество; Фотография; Культура
ж,,Москва,"Художник или художница; Художник; Культура; Творчество; Садоводство; Психолог; Стиль, одежда, обувь; Поиск работы; Культура; Городское сообщество; Творчество; Городское сообщество; Творчество; Здоровый образ жизни; Культура; Культура; Художник; Родители и дети; Дизайн и графика; Музыкант"
м,,,
ж,,Новосибирск,"Юмор; Юмор; Шоу, передача; Блогер; Юмор; Юмор; Творчество; Домашние и дикие животные; Музей, галерея, выставка; Юмор; Вымышленный персонаж; Другие товары; Кино; Астрология, эзотерика; Философия; Бар, паб; Образование; Продукты питания, напитки; Блог; Философия"
ж,,Москва,"Творчество; Шоу, передача; Кофейня; Творчество; Шоу, передача; Творчество; Интернет-СМИ; Видеоигры; Творчество; Дизайн и графика; Юмор; Стиль, одежда, обувь; Творчество; Философия; Юмор; Творчество; Образование; Художница; Творчество; Творчество"
ж,,Донецк,"Дизайнер; Обучающие курсы; Дизайн и графика; Образование; Образование; Психолог; Дизайнер; Дизайнер; Школа; Дизайнер; Образование; Творчество; Творчество; Дизайн и графика; Творчество; Музей, галерея, выставка; Дизайн интерьера; Творчество; Дизайн и графика; Мобильные технологии"
ж,,,
м,25.6.1972,,"Дискуссионный клуб; Интернет-СМИ; Фотография; Творчество; Творчество; История; Блог; Фото- и видеосъёмка; Фотография; Кино; Дом культуры; Юмор; Блогер; Юмор; Техника, электроника; Юмор; Культура; Юмор; Наука; Творчество"
ж,,Новосибирск,
м,,Санкт-Петербург,Строительные и ремонтные работы; Городское сообщество; Другие хобби; Недвижимость; Тату-салон; Творчество; Тату-салон; Спортивная организация; Другие товары; Комик; Реклама; Творчество; Творчество; Тату-салон; Интернет-СМИ; Интернет-СМИ; Фитнес; Интернет-СМИ; Образование; Дизайн и графика
м,19.1.1993,,
ж,30.12.1985,Москва,"Кино; Кино; Книга; Печатное издание; Издательский дом; Блогер; Блогер; Юмор; Образование; Родители и дети; Шоу, передача; Комик; Общественная организация; Печать, полиграфия; Творчество; Творчество; Юмор; Культура; Салон красоты; Игры"
м,,Нижний Новгород,
м,,Москва,
м,,All Saints,"Юмор; Юмор; Юмор; Здоровый образ жизни; Шоу, передача; История; Интернет-СМИ; Культурный центр; Дизайн и графика; Музыка; Производство контента; Музыкант; Комик; Образование; Юмор; Городское сообщество; Юмор; Наука; Музыкальная группа; Дизайн и графика"
м,,Владимир,
м,,,"Культура; Видеоигра; Доставка еды; Творчество; Игры; Здоровый образ жизни; Игры; Дискуссионный клуб; История; Финансы; Интернет-СМИ; Блог; Юмор; Продукты питания, напитки; Музей, галерея, выставка; Художник; Юмор; Бизнес; Стиль, одежда, обувь; Юмор"
м,,Москва,
м,20.3.1980,Уфа,"Домашние и дикие животные; Образование; Юмор; Философия; Музыкант; Образование; Фотография; Комик; Тату-салон; Дизайнер; Юмор; Телеканал; Тату-салон; Литература; Садоводство; Дизайн и графика; Юмор; Радиостанция; Строительство, ремонт; Кафе, ресторан"
м,,,"Дизайнер; Туризм, путешествия; Сайты; Наука; Творчество; Недвижимость; Стиль, одежда, обувь; Дизайн и графика; Культура; Государственная организация; Культурный центр; Фотография; Сайты; Программное обеспечение; Дизайн и графика; Творчество; Культура; Дизайн и графика; Одежда, обувь; Художница"
м,6.9.1985,Самара,"Другие хобби; Дизайн и графика; Ролевые игры; Фотография; Настольные игры; Фотография; Поиск работы; Настольные игры; Ролевые игры; Творчество; Книга; Настольные игры; Дизайн и графика; Фотография; Творчество; Художник или художница; Игры, игрушки; Дизайн и графика; Комик; Творчество"
м,22.1.1980,Екатеринбург,Дом культуры; Интернет-СМИ; Студия звукозаписи; Образование; Музыкальная группа; Образование; Образование; Наука; Общественная организация; Государственная организация; Городское сообщество; Писатель; Городское сообщество; Юмор; Художница; Концертный зал; Культура; Фитнес; Образование; Кино
ж,,Санкт-Петербург,Фотография; Дизайн интерьера; Фотография; Культура; Культура; Блогер; Фотография; Фотография; Фотография; Фотография; Кино; Фотография; Фотография; Фотограф; Блогер; Фотография; Фото- и видеосъёмка; Фото- и видеосъёмка; Фотография; Фотограф
